栏目,发布时间,标题,来源媒体,摘要,URL
证券要闻,2025/8/26 15:53,“死神来了”首度引进 惊悚片集中上映哪部是票房黑马？,第一财经,多部惊悚片的集中上映，为炎夏的影厅带来了几分凉意。首度引进国内的《死神来了》系列、张家辉自编自导自演的《赎梦》、朗·霍华德执导的《伊甸》三部惊悚片接连定档8月22日和23日，在战争、动作、动画等主流类型片之外扮演着补位者。类型片的丰富性与电影市场的成熟度密切相关，惊悚片虽属小众题材，有时却能凭借口碑成为黑马，挑战大片的市场份额。,"http://finance.eastmoney.com/news/1353,202508263494870374.html"
证券要闻,2025/8/26 7:53,国产算力芯片打开千亿市场：“FP8精度”意味着什么？产业链底气何在？,澎湃新闻,【国产算力芯片打开千亿市场：“FP8精度”意味着什么？产业链底气何在？】在中国市场，由于受限芯片制程，中国厂商在先进性和功能上与英伟达有一定差距，因此中国市场英伟达依然占大头，不过，国产算力芯片市场份额在逐步增加。据第三方市场研究IDC的数据：2024年，中国加速芯片的市场规模增长迅速，超过270万张。从技术角度来看，GPU卡占据70%的市场份额；从品牌角度来看，中国本土人工智能芯片品牌的出货量已超过82万张，占30%，市场份额进一步提升。其中，寒武纪出货2.6万片，燧原出货1.3万片。,"http://finance.eastmoney.com/news/1353,202508263494220047.html"
证券要闻,2025/8/26 12:43,苹果、vivo、荣耀接连入局！手机厂商为何看好这一新赛道？,证券时报,【苹果、vivo、荣耀接连入局！手机厂商为何看好这一新赛道？】继苹果推出MR（混合现实）头显后，vivo也进军MR领域，荣耀也正加紧研发中，小米前不久则推出首款AI眼镜，华为、OPPO也都已涉足AR眼镜、AI眼镜。,"http://finance.eastmoney.com/news/1345,202508263494719795.html"
证券要闻,2025/8/26 15:40,南向资金净买入超100亿港元,东方财富Choice数据,截至发稿，南向资金净买入超100亿港元。,"http://finance.eastmoney.com/news/1353,202508263494854496.html"
证券要闻,2025/8/26 15:35,今日涨跌停股分析：90只涨停股、8只跌停股，智能穿戴概念活跃，合力泰5天4板，奋达科技涨停,界面新闻,8月26日，A股全天下来共有90只涨停股、8只跌停股。智能穿戴概念活跃，合力泰5天4板，奋达科技涨停。连板股方面，园林股份7连板，ST华鹏、ST中迪8天6板，川润股份8天5板，*ST苏吴4连板，日丰股份5天3板，天融信4天3板，天普股份3连板，中核钛白、安源煤业等4天2板，华东重机3天2板，领益智造、长飞光纤等2连板，歌尔股份、拓维信息等涨停。,"http://finance.eastmoney.com/news/1353,202508263494851983.html"
证券要闻,2025/8/26 15:30,主力复盘：17.86亿流入拓维信息 45.94亿出逃北方稀土,东方财富研究中心,8月26日，沪指跌0.39%，深成指涨0.26%，创业板指跌0.75%。两市成交额2.68万亿，较上个交易日缩量4621亿。数据显示，今日大盘主力资金净流出776.15亿。光学光电子、游戏、电网设备等板块主力资金流入排名居前，其中光学光电子净流入10.73亿元。,"http://stock.eastmoney.com/news/11782,202508263494847852.html"
证券要闻,2025/8/26 15:24,A股收评：上证指数跌0.39%，深证成指涨0.26%，家禽、智能穿戴概念走强，EDA等概念走弱,界面新闻,8月26日，A股三大指数涨跌不一，截至收盘，上证指数跌0.39%，深证成指涨0.26%，创业板指跌0.75%；北证50跌0.76%。沪深两市成交额约26790.2亿元，较前一个交易日缩量约4621.17亿元。全市场2804只股票上涨、2470只股票下跌，其中90只涨停、8只跌停。,"http://finance.eastmoney.com/news/1353,202508263494856126.html"
证券要闻,2025/8/26 15:24,A股收评：沪指缩量调整跌0.39%，消费电子板块逆市走强,南方财经网,南方财经8月26日电，三大指数今日涨跌不一，截至收盘，上证指数跌0.39%，深证成指涨0.26%，创业板指跌0.75%，北证50跌0.76%。沪深京三市全天成交额27098亿元，较上日缩量4671亿元。全市场超2800只个股上涨。板块题材上，猪肉、游戏、农药、消费电子、华为概念股领涨；稀土、创新药、PEEK材料、证券、机器人板块跌幅居前。,"http://finance.eastmoney.com/news/1353,202508263494850570.html"
证券要闻,2025/8/26 15:24,截至目前，南向资金净买入额达40亿港元,每日经济新闻,截至目前，南向资金净买入额达40亿港元,"http://finance.eastmoney.com/news/1353,202508263494857980.html"
证券要闻,2025/8/26 15:24,摩根士丹利基金：美联储降息预期再次增强 关注A股三大方向,上海证券报·中国证券网,上证报中国证券网讯（记者王彭）近日，A股持续走强，上证指数连续突破3700、3800两个整数关口。摩根士丹利基金表示，A股当前正处于系统性估值修复阶段，重点关注科技成长、中国制造及新消费三大方向。摩根士丹利基金表示，上周全球央行年会召开，周五美联储主席鲍威尔发表讲话，投资者普遍解读为释放了鸽派信号，美股应声大涨，美债收益率则下行。,"http://finance.eastmoney.com/news/1353,202508263494863029.html"
证券要闻,2025/8/26 15:18,国债期货收盘集体上涨 30年期主力合约涨0.47%,东方财富Choice数据,国债期货收盘集体上涨，30年期主力合约涨0.47%，10年期主力合约涨0.06%，5年期主力合约涨0.04%，2年期主力合约涨0.01%。,"http://finance.eastmoney.com/news/1353,202508263494842388.html"
证券要闻,2025/8/26 15:07,沪深两市成交额突破2.5万亿元,界面新闻,沪深两市成交额突破2.5万亿元,"http://finance.eastmoney.com/news/1353,202508263494837511.html"
证券要闻,2025/8/26 15:05,首次突破5万亿元！国内ETF规模创历史新高，百亿ETF达101只,红星资本局,红星资本局8月26日消息，沪指剑指3900点之际，国内ETF市场迎来新的里程碑。Wind数据显示，截至8月25日收盘，国内ETF规模首次突破5万亿元，达到5.07万亿元。在今年4月17日突破4万亿后，仅用4个月时间就完成了从4万亿到5万亿的跨越，指数化投资已经势不可挡。,"http://finance.eastmoney.com/news/1353,202508263494836553.html"
证券要闻,2025/8/26 14:52,人形机器人概念强势爆发！年内16只个股翻倍 后续行情何去何从？,华夏时报,【人形机器人概念强势爆发！年内16只个股翻倍 后续行情何去何从？】随着中报披露推进，板块内业绩分化趋势逐渐显现。部分龙头企业凭借技术优势与订单落地，实现营收、净利润双位数乃至三位数高增，业绩与估值形成正向共振。科方得智库研究负责人张新原在接受《华夏时报》记者采访时表示，目前人形机器人产业仍处于技术积累和商业化探索的早期阶段，部分企业在核心零部件、算法或系统集成领域具备先发优势，因此能够实现业绩与股价的同步增长。,"http://finance.eastmoney.com/news/1353,202508263494826179.html"
证券要闻,2025/8/26 14:45,日经225指数收跌0.97%,人民财讯,日经225指数收跌0.97%,"http://finance.eastmoney.com/news/1353,202508263494827519.html"
证券要闻,2025/8/26 14:44,【盘中播报】沪指涨0.04% 农林牧渔行业涨幅最大,证券时报网,证券时报·数据宝统计，截至下午13:58，今日沪指涨0.04%，A股成交量1344.40亿股，成交金额21338.48亿元，比上一个交易日减少19.33%。个股方面，3320只个股上涨，其中涨停83只，1943只个股下跌，其中跌停6只。,"http://finance.eastmoney.com/news/1353,202508263494826977.html"
证券要闻,2025/8/26 14:44,【盘中播报】47只个股突破半年线,证券时报网,证券时报·数据宝统计，截至今日下午13:59，上证综指3884.87点，收于半年线之上，涨跌幅0.03%，A股总成交额为21403.55亿元。到目前为止，今日有47只A股价格突破了半年线，其中乖离率较大的个股有豪声电子、森麒麟、曙光股份等，乖离率分别为12.03%、4.06%、3.72%；浙江新能、伟星股份、维维股份等个股乖离率较小，刚刚站上半年线。,"http://finance.eastmoney.com/news/1354,202508263494820423.html"
证券要闻,2025/8/26 14:44,融资余额单日增加328.44亿元,上海证券报·中国证券网,上证报中国证券网讯（记者徐蔚）截至8月25日，沪深北三市两融余额为21883.27亿元，较前一交易日增加332.59亿元。其中，融资余额为21729.70亿元，单日增加328.44亿元。分行业统计，申万二级行业中，半导体获融资净买入额最高；融资净买入额居前的行业还有通信设备、元件、小金属、光伏设备等。,"http://finance.eastmoney.com/news/1353,202508263494867861.html"
证券要闻,2025/8/26 14:44,【盘中播报】24只个股突破年线,证券时报网,证券时报·数据宝统计，截至今日下午13:59，上证综指3884.87点，收于年线之上，涨跌幅为0.03%，A股总成交额为21403.55亿元。到目前为止，今日有24只A股价格突破了年线，其中乖离率较大的个股有创意信息、*ST新元、伟明环保等，乖离率分别为4.12%、3.32%、2.93%；华帝股份、唐人神、双环科技等个股乖离率较小，刚刚站上年线。,"http://finance.eastmoney.com/news/1353,202508263494821010.html"
证券要闻,2025/8/26 14:43,“银行落马副行长”当网红吸粉2.2万，抖音禁言该账号，回应：涉及以犯罪经历博眼球,红星资本局,红星资本局8月26日消息，近日，一名自称民生银行某支行前副行长的男子肖某开通社交账号，通过讲述入狱前的所谓金融内幕、监狱经历及个人反思等内容，引发网友关注。短短一周，其抖音账号已收获2.2万名粉丝。今日上午，红星资本局在抖音平台搜索发现，肖某的账号作品均被下架，且被禁止关注。,"http://finance.eastmoney.com/news/1353,202508263494820997.html"
证券要闻,2025/8/26 17:30,农行续创历史新高！年内已跑赢7成A股 这些“慢牛”也正悄然攀升,财联社,今日（8月26日），万亿巨头农业银行重启涨势，盘中股价一度升至7.34元，续创历史新高。同时，其年内涨幅目前扩大至42.8%，相当于跑赢近七成市场个股同期涨幅。注：农业银行今日续创历史新高（截至8月26日收盘）农行持续历史新高，融资余额继续下降作为“新高常客”，农业银行的股价动态一直备受投资者所关注，目前，其仍保持“碎步式”缓升，同时在整个银行板块中也走出“独立”行情。,"http://finance.eastmoney.com/news/1354,202508263495004512.html"
证券要闻,2025/8/26 14:40,短线防风险 20只个股短期均线现死叉,证券时报网,证券时报·数据宝统计，截至下午13:59，上证综指3884.87点，涨跌幅为0.03%，A股总成交额为21403.55亿元。到目前为止，今日有20只A股的5日均线主动下穿10日均线，其中共同药业、昆船智能、海南海药等个股的5日均线较10日均线距离最大，分别达-1.08%、-0.61%、-0.59%。,"http://finance.eastmoney.com/news/1353,202508263494820668.html"
