栏目,发布时间,标题,来源媒体,摘要,URL,情感,置信度
证券要闻,2025-08-28 22:12:27,A股急跌未见投资者大幅离场 ETF站稳5万亿 资金悄悄调仓,财联社,牛市多急跌，从ETF资金流向来看，投资者情绪没有受到太多的影响。8月27日、28日，A股先经历了首日冲高回落、4700只个股跌停，次日V型反转，寒武纪挑战贵州茅台成为新股王。起落之间，ETF资金在宽基、主题之间结构性切换，但并没有明显恐慌离场。27日市场大跌，但是全市场ETF净流出仅6亿元，ETF整体规模守住5万亿大关。,"http://finance.eastmoney.com/news/1345,202508283498350774.html",positive (stars 4 and 5),0.8918696045875549
证券要闻,2025-08-28 15:32:01,收评：科技类核心资产普遍大幅上涨 科创50指数涨7.23% 创业板指涨3.82%,新华财经,新华财经北京8月28日电（罗浩）沪深两市三大股指28日早间普遍小幅低开，各股指盘初整理后震荡上扬，午间收盘前涨幅收窄，午后小幅调整，13时35分后开启一波持续上扬行情，至收盘时普遍显著上涨。当日科创50指数大涨7.23%。,"http://finance.eastmoney.com/news/1353,202508283497928172.html",positive (stars 4 and 5),0.8080833554267883
证券要闻,2025-08-28 15:31:18,国产CRM“攻入”外资金融服务领域,中国经营报,CRM（客户关系管理）是企业数智化转型的重要一环，CRM服务能够将客户数据集中管理，使销售、市场、客服共用一套系统协同，从而降低重复跟进导致的人力与营销资源浪费，同时通过数字化流程提供客户转化率，达到降本增效的目的。,"http://finance.eastmoney.com/news/1353,202508283498516824.html",positive (stars 4 and 5),0.9671095013618469
证券要闻,2025-08-28 15:31:09,英伟达二季度营利双增，中国市场仍是最大悬念,21世纪经济报道,美东时间8月27日，AI巨头英伟达公布了2026财年第二季度业绩。财报显示，英伟达当季营收达467.43亿美元，同比增长56%；净利润为264.22亿美元，同比增长59%，GAAP下的毛利率为72.4%。从数据看，这份成绩单符合预期。但作为全球算力和AI风向标，英伟达两位数高增长，已被视为常规。,"http://finance.eastmoney.com/news/1353,202508283497928379.html",positive (stars 4 and 5),0.9402283430099487
证券要闻,2025-08-28 15:31:00,主力复盘：24.07亿抢筹中芯国际 21.60亿流出北方稀土,东方财富研究中心,8月28日，沪指涨1.14%，深成指涨2.25%，创业板指涨3.82%。两市成交额2.97万亿，较上个交易日缩量1948亿。数据显示，今日大盘主力资金净流出588.89亿。半导体、通信设备、电子元件等板块主力资金流入排名居前，其中半导体净流入73.58亿元。主力净买入个股中，中芯国际排名第一，主力净买入24.07亿元；中国稀土排名第二，主力净买入18.10亿元。,"http://stock.eastmoney.com/news/11782,202508283497922816.html",positive (stars 4 and 5),0.8351117372512817
证券要闻,2025-08-28 15:30:14,港股评级汇总 | 招商证券维持快手强推评级,财联社,财联社8月27日讯以下为各家机构对港股的最新评级和目标价：招商证券：维持快手强推评级招商证券就快手-W(01024.HK)发布研报称，维持原盈利预测不变，预计25-26年经调整净利润分别为200.15/225.61亿元。该行考虑到公司为AI视频稀缺标的和短视频龙头公司，并且持续降本增效的同时注重股东回报，维持强烈推荐投资评级。,"http://finance.eastmoney.com/news/1353,202508283497929352.html",positive (stars 4 and 5),0.7695842981338501
证券要闻,2025-08-28 15:52:38,“新王”寒武纪 1587.91元！科技股带头修复 A股调整结束了？,每日经济新闻,8月28日，市场午后V型反弹，创业板指领涨，科创50指数涨超7%，寒武纪、中芯国际双双创历史新高。截至收盘，沪指涨1.14%，深成指涨2.25%，创业板指涨3.82%。板块方面，CPO、半导体、铜箔、PCB等板块涨幅居前，农业、减肥药、服装、白酒等板块跌幅居前。全市场超2800只个股上涨。沪深两市全天成交额2.97万亿元，较上个交易日缩量1948亿。,"http://finance.eastmoney.com/news/1345,202508283497940691.html",positive (stars 4 and 5),0.8124462366104126
证券要闻,2025-08-28 15:22:50,收评：创业板指涨超3% 铜缆高速连接、CPO概念拉升,证券时报网,28日，两市宽幅震荡，沪指涨超1%，创业板指涨超3%，科创50指涨超7%。截至收盘，沪指涨1.14%报3843.60点，深证成指涨2.25%报12571.37点，创业板指涨3.82%报2827.17点，科创50指数涨7.23%报1364.60点，沪深北三市合计成交30013亿元。,"http://finance.eastmoney.com/news/1353,202508283498418641.html",positive (stars 4 and 5),0.6844406127929688
证券要闻,2025-08-28 15:21:48,今日涨跌停股分析：66只涨停股、9只跌停股，PCB概念活跃，江南新材4天2板，隆扬电子2连板,界面新闻,8月28日，A股全天下来共有66只涨停股、9只跌停股。PCB概念活跃，江南新材4天2板，隆扬电子2连板，深南电路、东山精密等涨停；CPO概念走强，天孚通信涨停。连板股方面，天普股份5连板，万通发展6天4板，领益智造、长飞光纤等4天3板，启明信息、国光连锁等3连板，翔鹭钨业4天2板，*ST威尔3天2板，瑞芯微、岩山科技等2连板，英维克、张江高科等涨停。,"http://finance.eastmoney.com/news/1353,202508283497929863.html",positive (stars 4 and 5),0.8420448899269104
证券要闻,2025-08-28 15:20:09,沪指收涨1.14% 科创50指数涨7.23%,上海证券报·中国证券网,上证报中国证券网讯截至8月28日收盘，沪指涨1.14%，深成指涨2.25%，创业板指涨3.82%。市场午后V型反弹，创业板指领涨，科创50指数涨超7%，寒武纪、中芯国际双双创历史新高。沪深两市全天成交额2.97万亿。从板块来看，CPO等算力硬件股维持强势，天孚通信等多股续创历史新高。芯片股集体大涨，张江高科等10余股涨停。下跌方面，医药股展开调整，南新制药等多股跌超5%。,"http://finance.eastmoney.com/news/1353,202508283497917339.html",positive (stars 4 and 5),0.713953971862793
证券要闻,2025-08-28 15:16:07,国债期货收盘集体下跌 30年期主力合约跌0.72%,东方财富Choice数据,国债期货收盘集体下跌，30年期主力合约跌0.72%，10年期主力合约跌0.19%，5年期主力合约跌0.09%，2年期主力合约0.03%。,"http://finance.eastmoney.com/news/1353,202508283497914971.html","negative (stars 1, 2 and 3)",0.7590991854667664
证券要闻,2025-08-28 15:15:16,资管年会共议大资管再造竞争力：应对市场新变化 实现能力重塑,21世纪经济报道,8月16日，由21世纪经济报道主办、浦发银行联合主办的“2025资产管理年会”在上海隆重举行。本次年会的主论坛圆桌对话环节围绕“大资管再造竞争力”展开。今年以来股债市场波动显著加大，但结构性与阶段性机会亦同步显现。在此背景下，资管机构如何通过优化资产配置策略、提升产品核心竞争力以应对市场变化，已成为当前资管行业发展中亟待破解的重要课题。,"http://finance.eastmoney.com/news/1353,202508283498497296.html",positive (stars 4 and 5),0.7346418499946594
证券要闻,2025-08-28 15:14:12,A股收评：上证指数涨1.14% 深证成指涨2.25% CPO、玻纤、PCB概念走强,界面新闻,8月28日，A股三大指数集体上涨，截至收盘，上证指数涨1.14%，深证成指涨2.25%，创业板指涨3.82%；北证50涨0.26%。沪深两市成交额约29708.03亿元，较前一个交易日缩量约1947.62亿元。全市场2868只股票上涨、2402只股票下跌，其中66只涨停、9只跌停。,"http://finance.eastmoney.com/news/1353,202508283498497328.html",positive (stars 4 and 5),0.7502135634422302
证券要闻,2025-08-28 15:13:59,见证历史，茅台被反超，A股新“股王”诞生,数据宝,8月28日，寒武纪-U再次大涨，收盘上涨15.73%，股价报收1587.91元/股，一举超过贵州茅台，成为A股第一高价股。该股昨日盘中股价曾短暂超越贵州茅台，但收盘回落，今日为历史上首次收盘价夺得A股第一。截至收盘，除寒武纪-U外，收盘价排名靠前的还有茂莱光学、吉比特、同花顺、北方华创、中际旭创等。,"http://finance.eastmoney.com/news/1353,202508283497914177.html",positive (stars 4 and 5),0.9442420601844788
证券要闻,2025-08-28 16:32:01,墨西哥计划提高对华关税 中方回应,中国新闻社,中国外交部发言人郭嘉昆28日主持例行记者会。有记者就墨西哥政府计划提高对华关税一事提问。郭嘉昆：墨西哥是中国在拉美的第二大贸易伙伴，中国是墨西哥第三大出口目的地国，互利共赢是中墨经贸合作的本质特征。中方始终倡导普惠包容的经济全球化，反对各种形式的单边主义、保护主义以及歧视性、排他性措施。中方坚决反对在他人胁迫下以各种名目对华设限，损害中方正当权益。,"http://finance.eastmoney.com/news/1345,202508283497983719.html",positive (stars 4 and 5),0.7497532963752747
证券要闻,2025-08-28 18:01:17,市场监管总局召开综合整治市场竞争秩序 防范非理性竞争部署推进会,市场监管总局,【市场监管总局召开综合整治市场竞争秩序 防范非理性竞争部署推进会】进一步深化思想认识、提高政治站位，对综合整治市场竞争秩序、防范非理性竞争相关工作进行研究部署，推动相关行业竞争加快回归良性有序轨道，为纵深推进全国统一大市场建设、推动经济高质量发展作出新贡献。,"http://finance.eastmoney.com/news/1345,202508283498074630.html","negative (stars 1, 2 and 3)",0.5254078507423401
证券要闻,2025-08-28 14:49:38,信达律所高级合伙人洪灿：合规风控是稳健前行的“安全底盘”,上海证券报·中国证券网,上证报中国证券网讯（记者孔令仪）近日，信达律师事务所发布《上市公司行政刑事法律风险半年报（2025）》。这是信达律师事务所首次推出以半年为观察维度的报告，通过“行政+刑事+行刑交叉+高发主体”的多视角分析，分析监管趋势和法律风险演变规律。,"http://finance.eastmoney.com/news/1353,202508283498498824.html",positive (stars 4 and 5),0.8436533212661743
证券要闻,2025-08-28 14:41:09,黄金时间·每日论金：市场押注美联储9月降息 周内金价多头略占优,新华财经,新华财经北京8月28日电在美联储宽松预期和避险需求支撑下，国际金价近期震荡走高，再度挑战3400美元整数关口。整体来看，短期金价仍是多头略占优势，短期阻力或在3397美元附近。基本面方面来看，在美联储主席鲍威尔表示“就业的下行风险正在增加”以及“风险平衡的转变可能需要调整我们的政策立场”之后，投资者开始押注美联储在9月份的会议上降息。,"http://finance.eastmoney.com/news/1353,202508283498441456.html",positive (stars 4 and 5),0.8363416790962219
证券要闻,2025-08-28 21:17:44,净利增长逾10倍！又有5家上市公司披露亮眼半年报,财联社,A股半年报披露进入高峰期，今日晚间，多家上市公司披露的业绩“爆表”。截止发稿，今日包括极米科技、凌志软件等在内的5家公司发布的半年报显示归母净利润同比增长均超过10倍，受到市场较高关注。极米科技发布公告称，公司上半年实现营业收入16.26亿元，同比增长1.63%；归属于上市公司股东的净利润8866.22万元，同比增长2062.34%。,"http://finance.eastmoney.com/news/1353,202508283498310356.html",positive (stars 4 and 5),0.8414642214775085
